,loss,acc,val_loss,val_acc
0,0.49145290672779085,0.7549999952316284,0.32477824062108995,0.8479999899864197
1,0.27512180246412754,0.8830000162124634,0.15661187164485454,0.9259999990463257
2,0.19013112265616655,0.9235000014305115,0.108166727386415,0.9580000042915344
3,0.16045493450015783,0.9355000257492065,0.1220035498822108,0.9570000171661377
4,0.11741699000820517,0.9559999704360962,0.10263444909825921,0.9549999833106995
5,0.10075794657692314,0.9645000100135803,0.1301720805419609,0.9559999704360962
6,0.09264711824827827,0.9649999737739563,0.1112420954881236,0.9549999833106995
7,0.05824060576793272,0.9750000238418579,0.46161713138455523,0.8980000019073486
8,0.0589902344183065,0.9764999747276306,0.15042589692864566,0.9449999928474426
9,0.07367227505077607,0.9779999852180481,0.19475135374814273,0.9430000185966492
10,0.05513409869730822,0.9835000038146973,0.14709187667234802,0.9599999785423279
11,0.042220954665663155,0.9879999756813049,0.39053535364169006,0.9259999990463257
12,0.06043820134086445,0.9835000038146973,0.09305264067050302,0.9629999995231628
13,0.02887599260400748,0.9904999732971191,0.17808183364963043,0.953000009059906
14,0.046311816905890736,0.984499990940094,0.299752712253794,0.9390000104904175
15,0.04091614781027601,0.9884999990463257,0.261708580685281,0.9470000267028809
16,0.04534220551362523,0.984499990940094,0.15179856293732882,0.9559999704360962
17,0.027904355476275667,0.9915000200271606,0.15275923809011147,0.968999981880188
18,0.03395834571384512,0.9915000200271606,0.17538802047895843,0.9639999866485596
19,0.029264048457407627,0.9909999966621399,0.1637377379843383,0.9580000042915344
20,0.015064230375473926,0.9959999918937683,0.17665428360186525,0.9649999737739563
21,0.046863696436048485,0.9879999756813049,0.14192710827830524,0.9639999866485596
22,0.025713976778413326,0.9929999709129333,0.14560284345711808,0.9629999995231628
23,0.02407310854824118,0.9919999837875366,0.29702740541084494,0.9399999976158142
24,0.04134370070831437,0.9890000224113464,0.14282069218257676,0.9639999866485596
25,0.027493063551853963,0.9929999709129333,0.13982979432818582,0.9700000286102295
26,0.02254598316711508,0.9934999942779541,0.7957881798221064,0.8960000276565552
27,0.01818347599766639,0.9929999709129333,0.519054262083237,0.9409999847412109
28,0.03957636784310694,0.9900000095367432,0.13455357499346973,0.9649999737739563
29,0.012707753320430299,0.9950000047683716,0.1747998534850285,0.9649999737739563
